,date,headline,source,polarity,subjectivity
878,6/27/2019 12:40:24 PM - ,Novavax News: Why NVAX Stock Is Shooting Higher Today  ,InvestorPlace Media,0.25,0.5
879,6/27/2019 12:20:32 PM - ,Will Nvidia Stock Be 2019’s Comeback Kid?  ,InvestorPlace Media,0.0,0.0
880,6/27/2019 12:19:23 PM - ,3 Chip Stocks to Buy This Year  ,InvestorPlace Media,0.0,0.0
881,6/27/2019 12:10:56 PM - ,Walgreens Earnings: WBA Stock Surges on Q3 Beat  ,InvestorPlace Media,0.0,0.0
882,6/27/2019 8:12:14 AM - ,Buying Your Dream Retirement Home - Think Before You Leap  ,Kiplinger,0.0,0.0
883,6/27/2019 1:57:45 AM - ,10 High-Profile IPOs: What Analysts Think About These New Stocks  ,Kiplinger,0.13636363636363635,0.45454545454545453
885,6/25/2019 11:02:00 PM - ,Wealth wishes: Wealth management platform AssetMark Financial files for a $100 million IPO  ,Renaissance Capital,0.0,0.0
0,6/30/2019 7:38:00 PM ,Oil prices rise more than 1 pct after Russia agrees to extend OPEC+ deal  ,Reuters,0.5,0.5
1,6/30/2019 7:15:00 PM - ,"Apple Music Tops 60 Million Subscribers, but Can It Catch Spotify?  ",Motley Fool,0.0,0.0
2,6/30/2019 7:03:00 PM - ,JPMorgan Chase Unveils Its 2019 Capital Program: What Investors Need to Know  ,Motley Fool,0.0,0.0
3,6/30/2019 6:59:00 PM ,"FOREX-Yen sags, yuan soars after U.S-China trade truce  ",Reuters,0.0,0.0
4,6/30/2019 6:54:00 PM ,"Stocks enjoy relief rally in Asia, bonds retreat  ",Reuters,0.4,0.5
5,6/30/2019 6:19:00 PM ,REFILE-U.S. stock futures jump after US and China agree to resume trade talks  ,Reuters,0.0,0.0
6,6/30/2019 6:04:00 PM - ,Better Buy: Advanced Micro Devices vs. Intel  ,Motley Fool,0.45,0.55
7,6/30/2019 5:44:00 PM ,OPEC set for oil cut extension if Iran endorses pact  ,Reuters,0.0,0.0
8,6/30/2019 5:23:00 PM ,RBNZ Deputy Governor says further easing in LVR possible if risks decline  ,Reuters,0.0,0.75
9,6/30/2019 5:18:00 PM - ,My Favorite High-Yield Dividend Stock for the Second Half of 2019  ,Motley Fool,0.11111111111111112,0.3888888888888889
10,6/30/2019 5:15:00 PM - ,Is Adobe a Buy?  ,Motley Fool,0.0,0.0
11,6/30/2019 4:39:00 PM ,"Wall St Week Ahead-Halfway through 2019, tech leads on Wall Street  ",Reuters,0.0,0.0
12,6/30/2019 3:49:00 PM - ,Is iRobot a Buy?  ,Motley Fool,0.0,0.0
13,6/30/2019 3:00:00 PM - ,3 Spending Habits That Are Ruining Your Chances at Retirement  ,Motley Fool,0.0,0.0
14,6/30/2019 2:44:00 PM ,White House official: New sales to China's Huawei to cover only widely available goods  ,Reuters,0.1340909090909091,0.4636363636363636
15,6/30/2019 2:05:00 PM - ,3 Reasons Amazon Won't Buy Rite Aid  ,Motley Fool,0.0,0.0
16,6/30/2019 2:04:00 PM - ,1 High-Yield Dividend Stock to Buy in July  ,Motley Fool,0.0,0.0
17,6/30/2019 2:01:00 PM - ,Nike Meets High Expectations in the Fourth Quarter  ,Motley Fool,0.08,0.26999999999999996
18,6/30/2019 2:00:00 PM - ,Divorced? Here's How It Will Affect Your Social Security Benefits  ,Motley Fool,0.03333333333333333,0.06666666666666667
19,6/30/2019 2:00:00 PM - ,Better Buy: Intercept Pharmaceuticals vs. CV Sciences  ,Motley Fool,0.5,0.5
20,6/30/2019 12:20:00 PM - ,Bombardier Sells Its Final Commercial Aircraft Program  ,Motley Fool,0.0,0.5
21,6/30/2019 12:16:00 PM - ,The Worst Mistake China Stock Investors Can Make Right Now  ,Motley Fool,-0.35714285714285715,0.7678571428571428
22,6/30/2019 12:15:00 PM - ,3 Top Biotech Stocks to Add to Your Watchlist  ,Motley Fool,0.5,0.5
23,6/30/2019 12:15:00 PM - ,Pfizer's About to Enter a Sales Slump -- Here's Why You Should Like the Stock Anyway  ,Motley Fool,0.0,0.0
24,6/30/2019 12:15:00 PM - ,4 Super Saver Secrets to Help You Retire Earlier  ,Motley Fool,0.16666666666666666,0.5833333333333333
25,6/30/2019 12:12:00 PM - ,Thinking of Buying Chesapeake Energy Stock? Here's What You Need to Know  ,Motley Fool,0.0,0.0
26,6/30/2019 12:10:00 PM - ,5 Things Investors Need to Know About the U.S. Navy's New Frigate  ,Motley Fool,0.13636363636363635,0.45454545454545453
27,6/30/2019 12:09:00 PM - ,Your 5-Point Midyear Financial Checkup  ,Motley Fool,0.0,0.0
28,6/30/2019 11:41:00 AM - ,"Illinois Officially Makes Marijuana History, and These States May Be Next  ",Motley Fool,0.0,0.0
29,6/30/2019 11:31:00 AM - ,Take-Two Interactive Does More With Less  ,Motley Fool,0.16666666666666669,0.2833333333333333
30,6/30/2019 10:51:00 AM ,India asks its states not to partner with Philip Morris-funded foundation  ,Reuters,0.0,0.0
31,6/30/2019 10:25:00 AM - ,Is Yamana Gold a Buy?  ,Motley Fool,0.0,0.0
32,6/30/2019 10:17:00 AM - ,"Wall Street Has Given Up on These 3 Stocks, and That's a Huge Mistake  ",Motley Fool,0.4000000000000001,0.9
33,6/30/2019 10:15:00 AM - ,3 Ways to Ensure Your Money Lasts Through Retirement  ,Motley Fool,0.0,0.0
34,6/30/2019 9:48:00 AM - ,5 Things to Do Before Leaving Your Job  ,Motley Fool,0.0,0.0
35,6/30/2019 9:30:03 AM - ,Big Lots (BIG) Up 10% Since Last Earnings Report: Can It Continue?  ,Zacks.com,0.0,0.08888888888888889
36,6/30/2019 9:20:00 AM - ,Southwest Airlines Cancels More Flights as Boeing 737 MAX Woes Continue  ,Motley Fool,0.5,0.5
37,6/30/2019 9:19:00 AM - ,Amazon Air Capacity Expands With New 15-Plane Order  ,Motley Fool,0.13636363636363635,0.45454545454545453
38,6/30/2019 9:16:00 AM - ,Is Marijuana Stock KushCo Holdings a Buy?  ,Motley Fool,0.0,0.0
39,6/30/2019 9:15:00 AM - ,Is Exelixis a Buy?  ,Motley Fool,0.0,0.0
40,6/30/2019 9:07:00 AM - ,Is First Solar a Buy?  ,Motley Fool,0.25,0.3333333333333333
41,6/30/2019 9:06:00 AM - ,The 10 Fastest-Growing Pot Stocks in 2020  ,Motley Fool,0.0,0.0
42,6/30/2019 9:02:00 AM - ,2 Top Stocks for Retirees  ,Motley Fool,0.5,0.5
43,6/30/2019 9:01:00 AM - ,The 10 Highest-Yielding Dividend Stocks in the S&P 500  ,Motley Fool,0.0,0.0
44,6/30/2019 9:00:00 AM - ,3 Great Cannabis Stocks to Buy in July  ,Motley Fool,0.8,0.75
45,6/30/2019 9:00:00 AM - ,Where Will Canopy Growth Be in 10 Years?  ,Motley Fool,0.0,0.0
46,6/30/2019 9:00:00 AM - ,3 Hot Growth Stocks I'd Buy Right Now  ,Motley Fool,0.26785714285714285,0.6928571428571428
47,6/30/2019 8:48:00 AM - ,3 Ways Being Single Impacts Your Retirement Planning  ,Motley Fool,-0.07142857142857142,0.21428571428571427
48,6/30/2019 8:16:00 AM - ,4 Easy Habits That Can Help You Save More Money  ,Motley Fool,0.4666666666666667,0.6666666666666667
49,6/30/2019 8:02:00 AM - ,Would Higher Estate Taxes Save Social Security?  ,Motley Fool,0.14166666666666666,0.2833333333333333
50,6/30/2019 8:00:00 AM - ,3 Top Biotech Stocks to Buy Right Now  ,Motley Fool,0.39285714285714285,0.5178571428571428
51,6/30/2019 7:15:00 AM - ,2 Things You Must Do Before Saving for Retirement  ,Motley Fool,0.0,0.0
52,6/30/2019 7:01:00 AM ,DP World in talks to acquire Topaz Energy  ,Reuters,0.0,0.0
53,6/30/2019 7:00:00 AM - ,4 Reasons to Buy AbbVie Now That It's Acquiring Allergan  ,Motley Fool,0.0,0.0
54,6/30/2019 6:59:00 AM ,World's central banks tackle technology with innovation hub  ,Reuters,0.0,0.25
55,6/30/2019 6:46:00 AM - ,Why Investors Are Paying a Premium for Wayfair  ,Motley Fool,0.0,0.0
56,6/30/2019 6:40:00 AM ,Israel's financial system faces risk from inverted U.S. yield curve  ,Reuters,0.0,0.0
57,6/30/2019 6:33:00 AM - ,"The Truth About NASA's Plan to ""Privatize the Space Station""  ",Motley Fool,0.0,0.0
58,6/30/2019 6:15:00 AM - ,3 Tips for Living Comfortably on Social Security Benefits Alone  ,Motley Fool,0.03333333333333333,0.06666666666666667
59,6/30/2019 6:06:00 AM - ,3 Hard to Believe -- but 100% True -- Facts About Social Security  ,Motley Fool,0.03055555555555554,0.41944444444444445
60,6/30/2019 4:39:00 AM ,Airline Garuda Indonesia to fix financial statement after regulator order  ,Reuters,0.0,0.0
61,6/30/2019 4:03:07 AM - ,Headline Tease and Tangles  ,FX Empire,0.0,0.0
62,6/30/2019 3:42:00 AM ,"China's factory activity shrinks as U.S. tariffs, slowdown hit orders  ",Reuters,0.0,0.0
63,6/30/2019 1:00:00 AM - ,Energy: United Technologies and Raytheon Look to Build an Aerospace Titan  ,Motley Fool,0.0,0.0
64,6/30/2019 12:20:15 AM - ,The Week Ahead: Market Reaction to the G20 Summit and Iran to Influence  ,FX Empire,0.0,0.0
65,6/30/2019 12:00:00 AM - ,"Rite Aid's Up, for Some Reason  ",Motley Fool,0.0,0.0
66,6/29/2019 10:03:00 PM ,China warns of long road ahead for deal with U.S. after ice-breaking talks  ,Reuters,-0.05,0.4
67,6/29/2019 10:00:00 PM ,"Swine fever toll in China may be twice as high as reported, industry insiders say  ",Reuters,0.16,0.5399999999999999
68,6/29/2019 9:38:00 PM - ,Better Buy: Palo Alto Networks vs. FireEye  ,Motley Fool,0.5,0.5
69,6/29/2019 8:05:00 PM - ,3 High-Yield Stocks at Rock-Bottom Prices  ,Motley Fool,0.0,0.0
70,6/29/2019 8:00:00 PM - ,Why You Might Not Want to Pay Off Your Student Loans Early  ,Motley Fool,0.1,0.3
71,6/29/2019 7:46:00 PM - ,Is Amazon Wasting Money on Original Films?  ,Motley Fool,0.375,0.75
72,6/29/2019 2:03:56 PM - ,U.S.-China Agree to Restart Trade Negotiations; Trump Suspends New Tariffs  ,FX Empire,0.13636363636363635,0.45454545454545453
1,7/1/2019 8:29:43 AM - ,Mercury Systems Reaches Analyst Target Price  ,BNK Invest,0.0,0.0
2,7/1/2019 8:29:41 AM - ,Euronet Worldwide Reaches Analyst Target Price  ,BNK Invest,0.0,0.0
3,7/1/2019 8:29:39 AM - ,Icon Reaches Analyst Target Price  ,BNK Invest,0.0,0.0
4,7/1/2019 8:26:44 AM - ,CRTX Crosses Above Average Analyst Target  ,BNK Invest,-0.075,0.25
6,7/1/2019 8:26:00 AM ,Springer jobs portal buys Appcast for 70 mln euros  ,Reuters,0.0,0.0
7,7/1/2019 8:25:46 AM - ,XYL Crosses Above Average Analyst Target  ,BNK Invest,-0.075,0.25
8,7/1/2019 8:25:43 AM - ,STE Crosses Above Average Analyst Target  ,BNK Invest,-0.075,0.25
9,7/1/2019 8:25:35 AM - ,Commerce Bancshares Reaches Analyst Target Price  ,BNK Invest,0.0,0.0
11,7/1/2019 8:21:31 AM - ,SAP Crosses Above Average Analyst Target  ,BNK Invest,-0.075,0.25
12,7/1/2019 8:21:26 AM - ,NVR Reaches Analyst Target Price  ,BNK Invest,0.0,0.0
13,7/1/2019 8:21:00 AM - ,The Best Marijuana Stocks in the First Half of 2019  ,Motley Fool,0.3611111111111111,0.26666666666666666
14,7/1/2019 8:20:27 AM - ,KBR Reaches Analyst Target Price  ,BNK Invest,0.0,0.0
15,7/1/2019 8:20:14 AM - ,National Health Investors Reaches Analyst Target Price  ,BNK Invest,0.0,0.0
16,7/1/2019 8:20:06 AM - ,Hilton Worldwide Holdings Reaches Analyst Target Price  ,BNK Invest,0.0,0.0
17,7/1/2019 8:20:02 AM - ,ABR Crosses Above Average Analyst Target  ,BNK Invest,-0.075,0.25
18,7/1/2019 8:19:00 AM - ,3 Small-Cap Biotech Stocks That Soared Last Week  ,Motley Fool,0.0,0.06666666666666667
19,7/1/2019 8:18:35 AM - ,Analysts See 10% Upside For SIZE  ,BNK Invest,0.0,0.0
20,7/1/2019 8:18:00 AM ,Walmart to invest $1.2 bln in China to upgrade logistics  ,Reuters,0.0,0.0
21,7/1/2019 8:17:00 AM - ,Here's Why IQOS Could Completely Own the U.S. E-Cig Market  ,Motley Fool,0.6,1.0
22,7/1/2019 8:16:00 AM - ,Micron Technology Isn’t Out of the Woods Yet  ,Motley Fool,0.0,0.0
23,7/1/2019 8:15:00 AM - ,5 States With the Highest (and Lowest) Financial Literacy Rates  ,Motley Fool,0.0,0.0
24,7/1/2019 8:09:00 AM ,Ireland Brexit budget plan will not upset investors -debt chief  ,Reuters,0.0,0.0
25,7/1/2019 8:02:00 AM ,EXPLAINER-What extra U.S. farm products could China buy?  ,Reuters,0.0,0.1
26,7/1/2019 8:01:00 AM ,Uruguay opposition posts big win in presidential primaries  ,Reuters,0.4,0.25
27,7/1/2019 8:00:00 AM - ,10 Credit Card Words You Should Understand  ,Motley Fool,0.0,0.0
28,7/1/2019 8:00:00 AM - ,5 Successful New ETFs of 1H  ,Zacks.com,0.4431818181818182,0.7022727272727273
29,7/1/2019 7:59:31 AM - ,Look Under The Hood: MDY Has 10% Upside  ,BNK Invest,0.0,0.0
30,7/1/2019 7:59:28 AM - ,The Math Shows ADRU Can Go To $23  ,BNK Invest,0.0,0.0
31,7/1/2019 7:59:00 AM - ,Harsco (HSC) Completes Clean Earth Buyout for $625M in Cash  ,Zacks.com,0.3666666666666667,0.7000000000000001
32,7/1/2019 7:57:00 AM ,US STOCKS-Futures surge as U.S.-China restart trade talks  ,Reuters,0.0,0.0
33,7/1/2019 7:57:00 AM ,Futures surge as U.S.-China restart trade talks  ,Reuters,0.0,0.0
34,7/1/2019 7:51:18 AM - ,Implied FXD Analyst Target Price: $47  ,BNK Invest,0.0,0.0
35,7/1/2019 7:51:00 AM - ,Group 1 Automotive (GPI) Focuses on Expanding Footprint  ,Zacks.com,0.0,0.0
36,7/1/2019 7:48:00 AM ,Nepal's CG Group ties up with Huawei to launch 4G services  ,Reuters,0.0,0.0
37,7/1/2019 7:48:00 AM - ,FTI Consulting (FCN) to Snap Up German-based Andersch AG  ,Zacks.com,0.0,0.0
38,7/1/2019 7:48:00 AM - ,Is New York Community Bancorp a Buy?  ,Motley Fool,0.13636363636363635,0.45454545454545453
39,7/1/2019 7:47:00 AM ,Insurer Chubb decides to cut exposure to coal  ,Reuters,0.0,0.0
40,7/1/2019 7:47:00 AM ,Oil prices get a lift from short-covering  ,Reuters,0.0,0.0
41,7/1/2019 7:47:00 AM - ,Is a Hold Strategy Apt for Cousins Properties (CUZ) Now?  ,Zacks.com,0.6,1.0
42,7/1/2019 7:45:00 AM ,Zimbabwe to allow U.S. dollar cash withdrawals from some accounts  ,Reuters,0.0,0.0
43,7/1/2019 7:44:00 AM - ,"Iron Mountain's Rating Affirmed, Outlook Upgraded by Moody's  ",Zacks.com,0.0,0.0
44,7/1/2019 7:42:29 AM - ,Sum Up The Parts: SPHB Could Be Worth $49  ,BNK Invest,0.3,0.1
45,7/1/2019 7:41:46 AM - ,UN Named Top 10 SAFE International Dividend Stock  ,BNK Invest,0.3333333333333333,0.3333333333333333
46,7/1/2019 7:40:08 AM - ,Why Tanger Factory Outlet Centers is a Top 25 SAFE Dividend Stock (SKT)  ,BNK Invest,0.5,0.5
47,7/1/2019 7:40:00 AM ,Wall Street eyes return to record highs as stocks cheer trade reprieve  ,Reuters,0.0,0.0
48,7/1/2019 7:40:00 AM ,Performance Food Group to buy Reinhart Foodservice in a $2 bln deal  ,Reuters,0.0,0.0
49,7/1/2019 7:40:00 AM - ,American Water Arm Seeks Nod for 2020 Infrastructure Upgrade  ,Zacks.com,0.0,0.0
50,7/1/2019 7:39:00 AM - ,3 IPOs That Have More Than Tripled in 2019  ,Motley Fool,0.5,0.5
51,7/1/2019 7:38:00 AM - ,Goldman Sachs (GS) to Foray Into Digital Currency Market  ,Zacks.com,0.0,0.0
52,7/1/2019 7:32:00 AM - ,Petrobras (PBR) to Divest Refinery Assets to Trim Leverage  ,Zacks.com,0.0,0.0
53,7/1/2019 7:29:00 AM ,Walmart to invest $1.2 bln in China over the next 10 years to upgrade logistics  ,Reuters,0.0,0.0
54,7/1/2019 7:28:00 AM - ,Alphabet's Google to Deploy Another Subsea Cable Equiano  ,Zacks.com,0.0,0.0
55,7/1/2019 7:23:00 AM ,"Brookfield, GIC to buy Genesee & Wyoming for about $6.4 bln  ",Reuters,0.0,0.0
56,7/1/2019 7:22:00 AM - ,Bank ETF (KBWR) Hits New 52-Week High  ,Zacks.com,0.1481818181818182,0.4972727272727272
57,7/1/2019 7:21:00 AM - ,The TJX Companies Sees Hammer Chart Pattern: Time to Buy?  ,Zacks.com,0.0,0.0
58,7/1/2019 7:15:00 AM - ,Rigel Pharmaceuticals Sees Hammer Chart Pattern: Time to Buy?  ,Zacks.com,0.0,0.0
59,7/1/2019 7:12:00 AM ,Performance Food Group to buy Reinhart Foodservice in a $2 billion deal  ,Reuters,0.0,0.0
60,7/1/2019 7:09:00 AM - ,Tremor Video Sees Hammer Chart Pattern: Time to Buy?  ,Zacks.com,0.0,0.0
61,7/1/2019 7:04:00 AM ,Sudan must unite armed forces during political crisis-opposition leader  ,Reuters,0.0,0.1
62,7/1/2019 7:02:00 AM - ,3 Ways You Could Be Sabotaging Your Social Security Benefits  ,Motley Fool,0.03333333333333333,0.06666666666666667
63,7/1/2019 7:00:07 AM - ,Is Vanguard Tax-Managed Small Cap Investor (VTMSX) a Strong Mutual Fund Pick Right Now?  ,Zacks.com,0.15634920634920632,0.5563492063492063
64,7/1/2019 7:00:06 AM - ,Is AMG Yacktman I (YACKX) a Strong Mutual Fund Pick Right Now?  ,Zacks.com,0.35952380952380947,0.6345238095238095
65,7/1/2019 7:00:06 AM - ,Is Fidelity Balanced Fund K (FBAKX) a Strong Mutual Fund Pick Right Now?  ,Zacks.com,0.35952380952380947,0.6345238095238095
66,7/1/2019 7:00:06 AM - ,Is Fidelity Advisor New Insights I (FINSX) a Strong Mutual Fund Pick Right Now?  ,Zacks.com,0.2851370851370851,0.5745310245310246
67,7/1/2019 7:00:03 AM - ,Is SWRSX a Strong Bond Fund Right Now?  ,Zacks.com,0.35952380952380947,0.6345238095238095
68,7/1/2019 7:00:00 AM ,"From shrimp to fake eyelashes, social media sales soar in Facebook-friendly Thailand  ",Reuters,-0.23333333333333334,0.5333333333333333
69,7/1/2019 7:00:00 AM ,"Real estate stocks have room to gain, residential in favor  ",Reuters,0.2,0.30000000000000004
70,7/1/2019 7:00:00 AM ,Glencore's Congo tragedy highlights security conundrum for miners  ,Reuters,0.0,0.0
71,7/1/2019 7:00:00 AM - ,Clipper Realty Sees Hammer Chart Pattern: Time to Buy?  ,Zacks.com,0.0,0.0
72,7/1/2019 6:59:00 AM ,Six Turkish citizens detained in Libya now released  ,Reuters,0.0,0.0
73,7/1/2019 6:55:00 AM - ,Add These 5 Relative Price Strength Stocks for Better Gains  ,Zacks.com,0.25,0.25
74,7/1/2019 6:52:00 AM ,"Italy bond yields slide on better data, trade talk progress  ",Reuters,0.5,0.5
75,7/1/2019 6:50:00 AM ,Errant missile from Syria-Israel clash lands on Cyprus  ,Reuters,0.0,0.0
76,7/1/2019 6:48:00 AM ,Japan Display could use a solid AppleCare plan  ,Reuters,0.0,0.1
77,7/1/2019 6:45:00 AM ,"UK's Johnson says impact of no-deal Brexit would be very, very small  ",Reuters,-0.325,0.52
78,7/1/2019 6:43:00 AM ,"Yuan, dollar gain and safe-haven currencies shrivel after U.S.-China trade truce  ",Reuters,0.0,0.0
79,7/1/2019 6:43:00 AM ,"FOREX-Yuan, dollar gain and safe-haven currencies shrivel after U.S.-China trade truce  ",Reuters,0.0,0.0
80,7/1/2019 6:42:00 AM ,PRECIOUS-Gold falls 2% as China-U.S. trade hopes hit safe-haven demand  ,Reuters,0.0,0.0
81,7/1/2019 6:36:00 AM ,"Amid U.S. tech squeeze, China's Tsinghua Unigroup forms new DRAM chip unit  ",Reuters,0.13636363636363635,0.45454545454545453
82,7/1/2019 6:30:00 AM ,Hong Kong descends into chaos as protesters storm legislature  ,Reuters,0.0,0.0
83,7/1/2019 6:22:00 AM ,Atlantia accuses Rome of selective leaks in concession row  ,Reuters,0.0,0.0
84,7/1/2019 6:18:00 AM - ,70% of Americans Aren't Saving for Retirement for This Reason  ,Motley Fool,0.0,0.0
85,7/1/2019 6:14:00 AM ,Applied Materials to buy Japan's Kokusai Electric for $2.2 bln  ,Reuters,0.0,0.0
86,7/1/2019 6:14:00 AM ,Applied Materials to buy Japan's Kokusai to boost memory business  ,Reuters,0.0,0.0
87,7/1/2019 6:11:00 AM ,Trump talk of easing Huawei ban lifts suppliers' shares despite doubts  ,Reuters,0.0,0.0
88,7/1/2019 6:06:00 AM - ,This Is the Top Marijuana Stock to Buy in July  ,Motley Fool,0.5,0.5
89,7/1/2019 6:03:00 AM ,Australia's banks warn of business impact if NZ raises capital ratio  ,Reuters,0.0,0.0
90,7/1/2019 6:02:00 AM ,"Factories faltered in June, trade truce fails to brighten outlook  ",Reuters,-0.5,0.3
91,7/1/2019 6:02:00 AM - ,Guess Who Just Became Amazon's Biggest Shipper  ,Motley Fool,0.0,0.0
93,7/1/2019 6:00:00 AM - ,"Americans Think They're Smarter Than They Really Are About Money, Survey Shows  ",Motley Fool,0.2,0.2
94,7/1/2019 6:00:00 AM - ,5 Questions to Ask Before You Get a Joint Loan with Your Partner  ,Motley Fool,0.0,0.0
95,7/1/2019 5:59:00 AM ,Deutsche Bank blood-letting is a necessary start  ,Reuters,0.0,1.0
96,7/1/2019 5:55:00 AM ,Asian stocks climbed in June; posted best gain in five months  ,Reuters,0.5,0.15
97,7/1/2019 5:53:00 AM ,Saudi Arabia hires banks for dual-tranche debut euro bond  ,Reuters,0.0,0.0
98,7/1/2019 5:53:00 AM ,Saudi Arabia widens funding base with dual-tranche debut euro bond  ,Reuters,-0.8,1.0
99,7/1/2019 5:47:00 AM ,Hong Kong protesters storm legislature as thousands rally to mark handover  ,Reuters,0.0,0.0
100,7/1/2019 5:31:00 AM ,"Greek economy to grow 1.9% this year, will miss primary surplus target  ",Reuters,0.2,0.25
101,7/1/2019 5:28:00 AM ,Property investment firm Raven buys back Woodford stake  ,Reuters,-0.1,0.2
102,7/1/2019 5:23:00 AM ,"Ireland invests disputed Apple taxes in low risk, highly rated bonds  ",Reuters,0.08,0.41999999999999993
103,7/1/2019 5:17:00 AM ,"No 'big' stimulus needed in China unless trade war worsens, says PBOC adviser  ",Reuters,0.0,0.1
104,7/1/2019 5:17:00 AM ,Assets shrug off weaker PMI data across the region  ,Reuters,0.0,0.0
105,7/1/2019 5:17:00 AM ,"U.S.-China trade truce lifts stocks, Turkish assets rally  ",Reuters,0.0,0.0
106,7/1/2019 5:13:00 AM ,Hong Kong protesters ram legislature as thousands rally to mark handover  ,Reuters,0.0,0.0
107,7/1/2019 5:06:00 AM ,Glennmont to take 25% stake in German offshore wind project  ,Reuters,0.0,0.0
108,7/1/2019 5:03:00 AM ,South Africa's Absa PMI rises in June  ,Reuters,0.0,0.0
110,7/1/2019 5:00:00 AM - ,Bull of the Day: The Trade Desk (TTD)  ,Zacks.com,0.0,0.0
111,7/1/2019 4:51:00 AM ,"Stocks cheer trade reprieve, bonds reconsider rate cuts  ",Reuters,0.0,0.0
112,7/1/2019 4:47:00 AM ,"European shares rally on U.S-China trade reprieve, STOXX 50 hits over one-year high  ",Reuters,0.08,0.26999999999999996
113,7/1/2019 4:47:00 AM ,Brent oil jumps over $2 as OPEC+ poised to extend supply cut  ,Reuters,0.0,0.0
114,7/1/2019 4:44:00 AM ,China tells Britain to stop 'gesticulating' about Hong Kong  ,Reuters,0.0,0.0
115,7/1/2019 4:29:00 AM ,"Taiwan president to visit U.S. this month, angering China  ",Reuters,0.0,0.0
116,7/1/2019 4:27:00 AM ,"Sterling sags as dollar rises after G20 US, China agreement  ",Reuters,0.0,0.0
117,7/1/2019 4:13:00 AM ,FTSE 100 at over 2-month high as U.S.-China trade tensions ease  ,Reuters,0.16,0.5399999999999999
118,7/1/2019 4:01:00 AM ,Thai c.bank cuts short-term bond supply in July amid rapid baht gains  ,Reuters,0.0,0.0
119,7/1/2019 3:58:00 AM ,Australian banks oppose regulator's credit checks reform plan  ,Reuters,0.0,0.0
120,7/1/2019 3:50:00 AM ,"Russian rouble gains, stocks hit record higher after G20 and ahead of OPEC  ",Reuters,0.125,0.25
121,7/1/2019 3:50:00 AM ,China shares end at more than 2-month high on trade truce relief  ,Reuters,0.33,0.52
122,7/1/2019 3:49:00 AM ,Ethiopia's economy seen expanding at 9.2% in 2019/20 FY  ,Reuters,0.0,0.0
123,7/1/2019 3:49:00 AM ,Ethiopia's economy expanded at 9.2% in 2018/19 FY  ,Reuters,0.0,0.0
124,7/1/2019 3:42:00 AM ,Atlantia says Rome must pay fair compensation if it scraps concession  ,Reuters,0.7,0.9
125,7/1/2019 3:41:00 AM ,WPP sells minority stake in Chime for $68.9 Mln  ,Reuters,0.0,0.0
126,7/1/2019 3:40:00 AM ,"Saudi weighed down by lenders, Qatar extends gains  ",Reuters,-0.15555555555555559,0.2888888888888889
127,7/1/2019 3:34:00 AM ,PRECIOUS-Gold tumbles nearly 2% as trade truce dents safe-haven demand  ,Reuters,0.1,0.4
128,7/1/2019 3:34:00 AM ,Gold tumbles nearly 2% as trade truce dents safe-haven demand  ,Reuters,0.1,0.4
129,7/1/2019 3:33:00 AM ,"Yuan, dollar soar and safe-haven currencies slide after U.S.-China trade truce  ",Reuters,0.0,0.0
130,7/1/2019 3:31:00 AM ,"FOREX-Yuan, dollar soar and safe-haven currencies slide after U.S.-China trade truce  ",Reuters,0.0,0.0
131,7/1/2019 3:25:00 AM ,European shares hit 2-month high after U.S-China revive trade talks  ,Reuters,0.08,0.26999999999999996
132,7/1/2019 3:19:00 AM ,British shares rally as U.S.-China trade tensions ease  ,Reuters,0.0,0.0
133,7/1/2019 2:59:00 AM ,No direction on EU top jobs but trade talk progress lifts EZ bond yields  ,Reuters,0.5,0.5
134,7/1/2019 2:57:00 AM ,Oil prices jump over 2% as OPEC set to extend supply cuts  ,Reuters,0.0,0.0
135,7/1/2019 2:56:00 AM ,Cembra buys Cashgate from Aduno for 277 mln Sfr to boost loan portfolio  ,Reuters,0.0,0.0
136,7/1/2019 2:54:00 AM ,Aston Martin's biggest investor considers acquiring another 3% stake  ,Reuters,0.0,0.0
137,7/1/2019 2:53:00 AM ,Tension runs high as Hong Kong protesters smash windows ahead of handover rally  ,Reuters,0.16,0.5399999999999999
138,7/1/2019 2:45:00 AM ,South African rand stronger after U.S.-China trade ceasefire  ,Reuters,0.0,0.0
139,7/1/2019 2:43:00 AM ,Swiss blue-chip index rises as stocks banned from EU exchanges  ,Reuters,0.0,0.0
140,7/1/2019 2:42:00 AM ,"China's AIIB eyes $10-12 bln a year in project financing, steady growth  ",Reuters,0.16666666666666666,0.5
141,7/1/2019 2:26:00 AM ,ECB stands ready to act but should study deeper challenges: Rehn  ,Reuters,0.2,0.5
142,7/1/2019 2:25:00 AM ,Turkey's Erdogan: Russian missile defence system to arrive in 10 days  ,Reuters,0.0,0.0
143,7/1/2019 2:25:00 AM ,Aston Martin's biggest investor considers boosting stake  ,Reuters,0.0,0.0
144,7/1/2019 2:24:00 AM ,European stock futures rally on relief over U.S.-China trade talks  ,Reuters,0.0,0.0
145,7/1/2019 2:24:00 AM ,China finds armyworm in major corn-growing province -Beijing News  ,Reuters,0.0625,0.5
146,7/1/2019 2:24:00 AM ,Australian PE firm PEP sets up company to buy Campbell's international business - AFR  ,Reuters,-0.06666666666666667,0.13333333333333333
